,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
149,HPN,"White Plains, NY: Westchester County",969.0,259.0,107.56,5.130000000000001,47.11,0.32,98.88000000000001,19.0,9.0,18690.0,7428.0,268.0,1886.0,31.0,9077.0
150,HRL,"Harlingen/San Benito, TX: Valley International",360.0,66.0,28.0,1.71,8.78,1.0,26.5,2.0,2.0,4516.0,1468.0,631.0,393.0,54.0,1970.0
151,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",796.0,160.0,63.59,3.76,23.14,1.71,67.81,6.0,3.0,10382.0,4217.0,178.0,803.0,29.0,5155.0
152,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",41.0,4.0,1.0,0.65,1.3,0.0,1.05,0.0,1.0,89.0,15.0,13.0,37.0,0.0,24.0
153,HVN,"New Haven, CT: Tweed New Haven",84.0,15.0,2.39,1.0,3.98,0.0,7.63,2.0,3.0,824.0,149.0,40.0,106.0,0.0,529.0
154,HYS,"Hays, KS: Hays Regional",108.0,12.0,2.19,0.0,3.26,0.0,6.56,2.0,2.0,1130.0,346.0,0.0,252.0,0.0,532.0
155,IAD,"Washington, DC: Washington Dulles International",5781.0,1063.0,310.81,57.11,274.88,1.4,418.79,37.0,4.0,79661.0,26386.0,4135.0,10245.0,24.0,38871.0
156,IAG,"Niagara Falls, NY: Niagara Falls International",65.0,9.0,2.15,0.0,4.24,0.0,2.6,0.0,1.0,607.0,395.0,0.0,100.0,0.0,112.0
157,IAH,"Houston, TX: George Bush Intercontinental/Houston",15233.0,2453.0,614.89,71.98,784.7099999999999,3.55,977.87,64.0,48.0,186887.0,58376.0,7488.0,34997.0,172.0,85854.0
158,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",878.0,178.0,69.28999999999999,6.54,37.33,0.16,64.7,7.0,1.0,11825.0,5207.0,438.0,1474.0,7.0,4699.0
159,IDA,"Idaho Falls, ID: Idaho Falls Regional",149.0,30.0,11.77,3.26,4.35,1.0,9.62,1.0,0.0,1368.0,658.0,105.0,130.0,16.0,459.0
160,ILM,"Wilmington, NC: Wilmington International",554.0,107.0,35.449999999999996,1.5,26.09,0.0,43.97,3.0,0.0,6556.0,2583.0,142.0,1230.0,0.0,2601.0
161,IMT,"Iron Mountain/Kingsfd, MI: Ford",58.0,8.0,3.99,0.63,0.2,0.0,3.18,6.0,4.0,1096.0,942.0,22.0,9.0,0.0,123.0
162,IND,"Indianapolis, IN: Indianapolis International",4141.0,825.0,265.49,14.66,207.61,0.15,337.13,25.0,4.0,51347.0,16260.0,1046.0,7975.0,4.0,26062.0
163,INL,"International Falls, MN: Falls International Einarson Field",52.0,6.0,0.16,0.0,1.84,0.0,4.0,3.0,0.0,321.0,5.0,0.0,96.0,0.0,220.0
164,ISP,"Islip, NY: Long Island MacArthur",608.0,168.0,61.74,1.8,26.2,1.0,77.27,2.0,0.0,9251.0,3084.0,143.0,992.0,17.0,5015.0
165,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",84.0,19.0,6.6,3.11,0.51,0.0,8.78,2.0,0.0,2401.0,634.0,510.0,30.0,0.0,1227.0
166,ITO,"Hilo, HI: Hilo International",523.0,35.0,23.970000000000002,0.05,2.21,0.0,8.78,0.0,0.0,883.0,628.0,1.0,59.0,0.0,195.0
167,JAC,"Jackson, WY: Jackson Hole",393.0,67.0,26.75,2.62,18.77,0.0,18.86,0.0,5.0,4513.0,1112.0,118.0,722.0,0.0,2561.0
168,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",692.0,156.0,50.72,6.95,30.23,0.0,68.1,9.0,5.0,12720.0,4512.0,512.0,1164.0,0.0,6532.0
169,JAX,"Jacksonville, FL: Jacksonville International",2656.0,507.0,204.33,12.59,104.12,0.64,185.28,14.0,3.0,32048.0,14321.0,878.0,4257.0,69.0,12523.0
170,JFK,"New York, NY: John F. Kennedy International",10461.0,2480.0,711.41,33.82,850.22,4.3,880.23,55.0,21.0,186391.0,59090.0,5528.0,44405.0,114.0,77254.0
171,JLN,"Joplin, MO: Joplin Regional",123.0,28.0,7.4,2.96,4.95,0.0,12.7,5.0,2.0,1499.0,300.0,135.0,177.0,0.0,887.0
172,JMS,"Jamestown, ND: Jamestown Regional",84.0,15.0,4.01,2.99,4.5,0.0,3.49,4.0,1.0,2837.0,1263.0,950.0,164.0,0.0,460.0
173,JNU,"Juneau, AK: Juneau International",354.0,62.0,21.77,0.85,15.02,0.0,24.36,6.0,8.0,3488.0,1423.0,17.0,448.0,0.0,1600.0
174,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",1408.0,177.0,78.99,1.68,46.16,0.0,50.17,2.0,1.0,7376.0,3495.0,45.0,1483.0,0.0,2353.0
175,KTN,"Ketchikan, AK: Ketchikan International",179.0,26.0,10.26,0.0,5.91,0.0,9.82,3.0,4.0,1441.0,554.0,0.0,190.0,0.0,697.0
176,LAN,"Lansing, MI: Capital Region International",276.0,43.0,13.21,1.75,10.739999999999998,0.0,17.29,3.0,0.0,3726.0,1855.0,184.0,417.0,0.0,1270.0
177,LAR,"Laramie, WY: Laramie Regional",53.0,4.0,2.01,0.0,0.0,0.0,1.99,5.0,0.0,159.0,69.0,0.0,0.0,0.0,90.0
178,LAS,"Las Vegas, NV: McCarran International",13222.0,2879.0,819.1999999999999,65.88,873.22,10.84,1109.86,78.0,10.0,173152.0,47979.0,5974.0,48725.0,422.0,70052.0
179,LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",113.0,18.0,3.14,2.74,1.3399999999999999,0.0,10.78,4.0,1.0,1120.0,248.0,311.0,68.0,0.0,493.0
180,LAX,"Los Angeles, CA: Los Angeles International",18689.0,4375.0,1201.59,79.64,1722.77,9.52,1361.48,147.0,23.0,265578.0,95226.0,6195.0,63700.0,416.0,100041.0
181,LBB,"Lubbock, TX: Lubbock Preston Smith International",595.0,132.0,47.209999999999994,2.12,11.8,0.0,70.87,18.0,3.0,7924.0,2460.0,608.0,437.0,0.0,4419.0
182,LBE,"Latrobe, PA: Arnold Palmer Regional",81.0,13.0,4.1,1.0,2.4,0.0,5.5,0.0,0.0,1326.0,208.0,561.0,175.0,0.0,382.0
183,LBF,"North Platte, NE: North Platte Regional Airport Lee Bird Field",53.0,9.0,6.16,0.0,0.62,0.0,2.22,1.0,0.0,1381.0,1128.0,0.0,38.0,0.0,215.0
184,LBL,"Liberal, KS: Liberal Mid-America Regional",54.0,4.0,2.0,0.0,0.36,0.0,1.64,1.0,1.0,327.0,152.0,0.0,41.0,0.0,134.0
185,LCH,"Lake Charles, LA: Lake Charles Regional",157.0,23.0,8.33,1.67,4.58,0.0,8.42,1.0,1.0,2670.0,454.0,826.0,1080.0,0.0,310.0
186,LCK,"Columbus, OH: Rickenbacker International",70.0,12.0,4.48,0.0,3.21,0.0,4.32,0.0,0.0,1946.0,1550.0,0.0,130.0,0.0,266.0
187,LEX,"Lexington, KY: Blue Grass",742.0,126.0,41.08,6.8100000000000005,21.29,0.0,56.84,2.0,2.0,8891.0,2651.0,660.0,1123.0,0.0,4457.0
188,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",431.0,84.0,36.33,5.26,10.55,0.0,31.87,3.0,1.0,8030.0,2601.0,1758.0,659.0,0.0,3012.0
189,LGA,"New York, NY: LaGuardia",13697.0,3769.0,651.3,78.26,1926.31,1.32,1111.8200000000002,212.0,57.0,287287.0,53456.0,7995.0,127879.0,33.0,97924.0
190,LGB,"Long Beach, CA: Long Beach Airport",1419.0,324.0,112.6,2.63,55.12,0.63,153.0,8.0,6.0,24522.0,7702.0,661.0,2105.0,17.0,14037.0
191,LIH,"Lihue, HI: Lihue Airport",1322.0,155.0,69.54,1.6300000000000001,44.019999999999996,0.0,39.82,2.0,2.0,7390.0,3525.0,55.0,1600.0,0.0,2210.0
192,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",1112.0,184.0,62.69,7.89,42.76,0.0,70.69,5.0,0.0,10100.0,3448.0,440.0,1342.0,0.0,4870.0
193,LNK,"Lincoln, NE: Lincoln Airport",173.0,35.0,9.99,0.77,9.38,0.0,14.86,1.0,0.0,2566.0,512.0,200.0,354.0,0.0,1500.0
194,LRD,"Laredo, TX: Laredo International",218.0,20.0,7.4799999999999995,0.0,4.5600000000000005,0.0,7.96,1.0,0.0,1819.0,1311.0,0.0,127.0,0.0,381.0
195,LSE,"La Crosse, WI: La Crosse Regional",180.0,32.0,8.55,2.71,5.96,0.0,14.78,2.0,0.0,2878.0,522.0,934.0,218.0,0.0,1204.0
196,LWB,"Lewisburg, WV: Greenbrier Valley",53.0,13.0,7.48,2.0,0.92,0.0,2.6,4.0,0.0,851.0,518.0,178.0,48.0,0.0,107.0
197,LWS,"Lewiston, ID: Lewiston Nez Perce County",91.0,10.0,5.67,1.0,0.57,0.0,2.76,0.0,4.0,488.0,373.0,16.0,16.0,0.0,83.0
198,LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",91.0,13.0,5.92,0.88,0.43,0.0,5.77,0.0,0.0,1146.0,813.0,37.0,11.0,0.0,285.0
199,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",829.0,184.0,68.55,3.6100000000000003,23.39,0.0,88.45,9.0,2.0,15960.0,6073.0,303.0,1241.0,0.0,8343.0
200,MBS,"Saginaw/Bay City/Midland, MI: MBS International",222.0,47.0,23.11,4.74,12.149999999999999,0.0,6.99,4.0,1.0,3952.0,2190.0,743.0,369.0,0.0,650.0
201,MCI,"Kansas City, MO: Kansas City International",4363.0,800.0,287.62,16.53,150.78,1.0,344.09999999999997,38.0,4.0,44030.0,16233.0,797.0,5747.0,16.0,21237.0
202,MCO,"Orlando, FL: Orlando International",13092.0,2849.0,909.42,49.29,882.5,8.06,999.75,70.0,24.0,180634.0,57673.0,6064.0,39366.0,255.0,77276.0
203,MDT,"Harrisburg, PA: Harrisburg International",496.0,84.0,26.82,2.56,23.09,0.0,31.53,0.0,0.0,4210.0,1321.0,207.0,785.0,0.0,1897.0
204,MDW,"Chicago, IL: Chicago Midway International",6857.0,1145.0,416.37,12.959999999999999,204.66,4.38,506.63000000000005,157.0,5.0,53050.0,18905.0,1483.0,6401.0,220.0,26041.0
205,MEI,"Meridian, MS: Key Field",62.0,18.0,8.54,1.0,1.39,0.0,7.07,0.0,3.0,3384.0,2461.0,60.0,127.0,0.0,736.0
206,MEM,"Memphis, TN: Memphis International",2155.0,405.0,143.8,5.16,86.44,0.0,169.57,8.0,2.0,23152.0,8908.0,255.0,3458.0,0.0,10531.0
207,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",487.0,103.0,35.21,7.86,20.29,0.0,39.64,2.0,2.0,7016.0,2636.0,284.0,914.0,0.0,3182.0
208,MFR,"Medford, OR: Rogue Valley International - Medford",460.0,80.0,26.259999999999998,4.63,10.370000000000001,0.0,38.75,9.0,1.0,6660.0,1722.0,1036.0,355.0,0.0,3547.0
209,MGM,"Montgomery, AL: Montgomery Regional",280.0,46.0,14.48,4.66,5.95,0.0,20.91,0.0,1.0,3045.0,539.0,685.0,199.0,0.0,1622.0
210,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",165.0,23.0,3.8200000000000003,3.0,4.18,0.0,12.0,1.0,1.0,1459.0,198.0,231.0,279.0,0.0,751.0
211,MHT,"Manchester, NH: Manchester-Boston Regional",650.0,161.0,63.48,2.39,29.389999999999997,0.96,64.76,12.0,4.0,9433.0,2714.0,97.0,1107.0,26.0,5489.0
212,MIA,"Miami, FL: Miami International",8389.0,1559.0,511.32,36.74,470.52,7.58,532.83,8.0,15.0,97331.0,38561.0,2452.0,16634.0,254.0,39430.0
213,MKE,"Milwaukee, WI: General Mitchell International",2517.0,480.0,156.63,5.24,102.6,0.0,215.51999999999998,26.0,1.0,31352.0,9292.0,1133.0,5554.0,0.0,15373.0
214,MKG,"Muskegon, MI: Muskegon County",61.0,19.0,4.37,0.0,4.6,0.0,10.03,1.0,0.0,1483.0,755.0,0.0,121.0,0.0,607.0
215,MLB,"Melbourne, FL: Melbourne International",232.0,41.0,11.08,1.33,15.92,0.0,12.67,0.0,0.0,1667.0,628.0,42.0,396.0,0.0,601.0
216,MLI,"Moline, IL: Quad City International",401.0,71.0,22.03,2.21,9.47,0.0,37.3,2.0,0.0,5194.0,1549.0,295.0,345.0,0.0,3005.0
217,MLU,"Monroe, LA: Monroe Regional",270.0,41.0,10.52,3.75,5.93,0.0,20.81,1.0,6.0,3978.0,1887.0,301.0,335.0,0.0,1455.0
218,MMH,"Mammoth Lakes, CA: Mammoth Lakes Airport",57.0,11.0,6.71,0.0,0.1,0.0,4.19,11.0,1.0,1580.0,1024.0,0.0,12.0,0.0,544.0
219,MOB,"Mobile, AL: Mobile Regional",462.0,93.0,33.52,9.29,17.93,0.0,32.29,2.0,4.0,9098.0,4038.0,1000.0,1001.0,0.0,3059.0
220,MOT,"Minot, ND: Minot International",217.0,32.0,9.57,2.54,8.45,1.0,10.43,1.0,2.0,2956.0,735.0,1329.0,237.0,45.0,610.0
221,MQT,"Marquette, MI: Sawyer International",117.0,27.0,8.39,6.5,2.9299999999999997,0.0,9.18,10.0,0.0,9172.0,2293.0,3523.0,114.0,0.0,3242.0
222,MRY,"Monterey, CA: Monterey Regional",366.0,106.0,27.32,1.0,19.89,0.12,57.67,7.0,0.0,8698.0,2788.0,227.0,857.0,12.0,4814.0
223,MSN,"Madison, WI: Dane County Regional-Truax Field",1178.0,258.0,84.94,4.43,74.37,0.0,94.27,8.0,2.0,19614.0,6714.0,399.0,3792.0,0.0,8709.0
224,MSO,"Missoula, MT: Missoula International",270.0,46.0,19.919999999999998,4.72,8.43,0.0,12.93,0.0,1.0,3671.0,1548.0,1193.0,278.0,0.0,652.0
225,MSP,"Minneapolis, MN: Minneapolis-St Paul International",12807.0,2118.0,536.1800000000001,119.16,550.4300000000001,3.26,908.96,85.0,13.0,172398.0,53462.0,22501.0,23114.0,113.0,73208.0
226,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",4806.0,977.0,305.9,22.75,249.41,3.0,395.94,15.0,6.0,55700.0,16700.0,2488.0,10748.0,92.0,25672.0
227,MTJ,"Montrose/Delta, CO: Montrose Regional",177.0,39.0,15.13,2.0,6.8,0.0,15.08,1.0,1.0,2537.0,1022.0,162.0,180.0,0.0,1173.0
228,MYR,"Myrtle Beach, SC: Myrtle Beach International",546.0,115.0,29.68,3.2,43.59,0.84,37.690000000000005,1.0,1.0,6532.0,1554.0,84.0,2129.0,33.0,2732.0
229,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",259.0,47.0,11.76,1.31,7.42,0.0,26.509999999999998,0.0,1.0,2967.0,763.0,45.0,283.0,0.0,1876.0
230,OAK,"Oakland, CA: Metropolitan Oakland International",4431.0,1036.0,327.31000000000006,5.11,272.75,1.35,429.47,47.0,1.0,50516.0,16617.0,232.0,10287.0,121.0,23259.0
231,OGD,"Ogden, UT: Ogden-Hinckley",9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
232,OGG,"Kahului, HI: Kahului Airport",2492.0,358.0,172.31,1.02,92.57000000000001,0.69,91.39,6.0,3.0,17566.0,8789.0,86.0,3260.0,22.0,5409.0
233,OGS,"Ogdensburg, NY: Ogdensburg International",64.0,13.0,7.4399999999999995,0.93,1.7199999999999998,0.0,2.91,6.0,3.0,965.0,537.0,133.0,63.0,0.0,232.0
234,OKC,"Oklahoma City, OK: Will Rogers World",2012.0,434.0,167.62,11.35,67.31,0.0,187.71,10.0,5.0,26611.0,9630.0,1656.0,2769.0,0.0,12556.0
235,OMA,"Omaha, NE: Eppley Airfield",2173.0,395.0,129.77,10.87,77.53999999999999,1.0,175.81,12.0,1.0,23261.0,8806.0,668.0,2707.0,20.0,11060.0
236,OME,"Nome, AK: Nome Airport",60.0,4.0,0.0,0.18,1.81,0.0,2.01,1.0,0.0,145.0,0.0,7.0,38.0,0.0,100.0
237,ONT,"Ontario, CA: Ontario International",2053.0,471.0,188.73000000000002,6.890000000000001,59.82,1.48,214.07000000000002,15.0,0.0,24867.0,10247.0,419.0,1958.0,50.0,12193.0
238,ORD,"Chicago, IL: Chicago O'Hare International",27395.0,5379.0,1133.48,167.73000000000002,1857.73,4.98,2215.08,307.0,20.0,411639.0,129760.0,26401.0,85617.0,97.0,169764.0
239,ORF,"Norfolk, VA: Norfolk International",2041.0,442.0,139.85,13.780000000000001,95.0,0.36,193.0,18.0,7.0,29169.0,8939.0,1248.0,4296.0,8.0,14678.0
240,ORH,"Worcester, MA: Worcester Regional",121.0,38.0,15.87,0.0,7.98,0.0,14.15,1.0,2.0,3160.0,1624.0,0.0,321.0,0.0,1215.0
241,OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",26.0,9.0,1.84,0.0,0.32,0.0,6.84,4.0,1.0,892.0,198.0,0.0,9.0,0.0,685.0
242,OTZ,"Kotzebue, AK: Ralph Wien Memorial",60.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,160.0,113.0,29.0,18.0,0.0,0.0
243,OWB,"Owensboro, KY: Owensboro Daviess County Regional",9.0,3.0,0.93,0.68,1.07,0.0,0.32,0.0,0.0,139.0,14.0,28.0,84.0,0.0,13.0
244,PAE,"Everett, WA: Snohomish County",180.0,45.0,11.36,1.0,14.61,0.0,18.02,14.0,4.0,3551.0,1439.0,52.0,452.0,0.0,1608.0
245,PAH,"Paducah, KY: Barkley Regional",66.0,20.0,8.46,0.0,2.44,0.0,9.1,2.0,0.0,2696.0,2028.0,0.0,99.0,0.0,569.0
246,PBG,"Plattsburgh, NY: Plattsburgh International",121.0,20.0,7.56,0.47,5.55,0.0,6.43,0.0,0.0,2109.0,1291.0,7.0,203.0,0.0,608.0
247,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",2734.0,677.0,247.31,13.940000000000001,207.7,0.27,207.81,9.0,2.0,44318.0,16215.0,1357.0,9233.0,10.0,17503.0
248,PDX,"Portland, OR: Portland International",5378.0,1012.0,325.66,11.370000000000001,233.69,3.59,437.69,23.0,2.0,53419.0,18893.0,782.0,7855.0,72.0,25817.0
249,PGD,"Punta Gorda, FL: Punta Gorda Airport",568.0,127.0,26.29,7.11,38.74,1.97,52.89,5.0,4.0,9948.0,2843.0,683.0,1303.0,57.0,5062.0
250,PGV,"Greenville, NC: Pitt Greenville",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",208.0,37.0,10.4,0.05,10.33,0.0,16.22,0.0,2.0,2328.0,460.0,1.0,417.0,0.0,1450.0
252,PHL,"Philadelphia, PA: Philadelphia International",9686.0,2325.0,545.04,56.900000000000006,954.39,4.72,763.94,86.0,5.0,164583.0,42584.0,5113.0,53213.0,167.0,63506.0
253,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",15396.0,3120.0,898.69,40.24,822.16,9.67,1349.26,94.0,15.0,190618.0,67875.0,3565.0,27426.0,442.0,91310.0
254,PIA,"Peoria, IL: General Downing - Peoria International",406.0,100.0,35.69,10.42,19.25,0.0,34.63,3.0,0.0,8310.0,4480.0,547.0,661.0,0.0,2622.0
255,PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",56.0,16.0,3.89,1.0,3.14,0.0,7.97,0.0,1.0,940.0,130.0,127.0,160.0,0.0,523.0
256,PIE,"St. Petersburg, FL: St Pete Clearwater International",663.0,148.0,35.44,8.51,40.15,0.0,63.91,8.0,0.0,11912.0,4151.0,517.0,1811.0,0.0,5433.0
257,PIH,"Pocatello, ID: Pocatello Regional",91.0,15.0,4.42,4.77,3.14,0.0,2.67,0.0,0.0,1832.0,216.0,1370.0,90.0,0.0,156.0
258,PIR,"Pierre, SD: Pierre Regional",59.0,12.0,7.59,0.0,2.0,0.0,2.41,4.0,0.0,1506.0,1254.0,0.0,33.0,0.0,219.0
259,PIT,"Pittsburgh, PA: Pittsburgh International",4159.0,822.0,256.2,23.240000000000002,186.64000000000001,0.0,355.95,63.0,18.0,56300.0,15833.0,3617.0,10930.0,0.0,25920.0
260,PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",76.0,9.0,0.0,4.7,2.3,0.0,2.0,5.0,5.0,1721.0,0.0,957.0,570.0,0.0,194.0
261,PNS,"Pensacola, FL: Pensacola International",1025.0,211.0,76.27,6.11,36.559999999999995,0.25,91.82000000000001,3.0,1.0,12553.0,5230.0,463.0,1209.0,4.0,5647.0
262,PPG,"Pago Pago, TT: Pago Pago International",11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,0.0
263,PRC,"Prescott, AZ: Prescott Regional Ernest A Love Field",67.0,19.0,7.66,0.0,0.7,0.0,10.65,1.0,2.0,1706.0,618.0,0.0,51.0,0.0,1037.0
264,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",379.0,66.0,22.5,2.0,13.629999999999999,0.47,27.39,6.0,3.0,5649.0,3478.0,44.0,399.0,17.0,1711.0
265,PSE,"Ponce, PR: Mercedita",87.0,33.0,10.38,0.17,7.77,0.28,14.41,0.0,3.0,2307.0,590.0,8.0,439.0,17.0,1253.0
266,PSG,"Petersburg, AK: Petersburg James A Johnson",60.0,12.0,3.8,0.0,3.95,0.0,4.24,2.0,0.0,519.0,108.0,0.0,113.0,0.0,298.0
267,PSM,"Portsmouth, NH: Portsmouth International at Pease",25.0,6.0,1.53,1.13,3.34,0.0,0.0,0.0,0.0,316.0,164.0,60.0,92.0,0.0,0.0
268,PSP,"Palm Springs, CA: Palm Springs International",1123.0,238.0,65.54,3.54,59.980000000000004,0.0,108.95,25.0,4.0,17143.0,5725.0,331.0,2230.0,0.0,8857.0
269,PUB,"Pueblo, CO: Pueblo Memorial",80.0,11.0,3.9,0.0,3.1,0.0,4.0,2.0,0.0,603.0,385.0,0.0,66.0,0.0,152.0
270,PVD,"Providence, RI: Theodore Francis Green State",1567.0,353.0,122.46000000000001,8.49,56.84,0.43,164.78,25.0,0.0,19852.0,6999.0,624.0,2368.0,10.0,9851.0
271,PVU,"Provo, UT: Provo Municipal",63.0,15.0,5.1,0.0,1.85,0.0,8.06,0.0,0.0,441.0,151.0,0.0,51.0,0.0,239.0
272,PWM,"Portland, ME: Portland International Jetport",730.0,175.0,55.46,4.17,38.45,0.0,76.91,9.0,0.0,11516.0,3397.0,670.0,1908.0,0.0,5541.0
273,RAP,"Rapid City, SD: Rapid City Regional",369.0,75.0,19.13,4.6,18.65,0.0,32.61,8.0,6.0,6417.0,1021.0,1663.0,983.0,0.0,2750.0
274,RDD,"Redding, CA: Redding Municipal",124.0,40.0,11.94,0.0,3.28,0.0,24.78,5.0,1.0,3176.0,1758.0,0.0,120.0,0.0,1298.0
275,RDM,"Bend/Redmond, OR: Roberts Field",418.0,72.0,26.34,2.0300000000000002,11.55,0.0,32.09,16.0,5.0,6425.0,3185.0,341.0,504.0,0.0,2395.0
276,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",5398.0,1082.0,367.12,24.6,233.18,2.28,454.83,34.0,5.0,70124.0,23497.0,2478.0,9754.0,86.0,34309.0
277,RFD,"Rockford, IL: Chicago/Rockford International",64.0,16.0,5.01,0.17,4.48,0.0,6.34,0.0,0.0,995.0,563.0,6.0,158.0,0.0,268.0
278,RHI,"Rhinelander, WI: Rhinelander/Oneida County",62.0,14.0,5.3,0.88,2.7,0.0,5.11,1.0,2.0,723.0,369.0,30.0,101.0,0.0,223.0
279,RIC,"Richmond, VA: Richmond International",2022.0,422.0,143.56,8.19,95.99000000000001,1.1,173.15,21.0,3.0,28351.0,9669.0,762.0,4554.0,33.0,13333.0
280,RKS,"Rock Springs, WY: Southwest Wyoming Regional",65.0,7.0,2.27,1.0,0.07,0.0,3.66,4.0,0.0,1358.0,426.0,660.0,12.0,0.0,260.0
281,RNO,"Reno, NV: Reno/Tahoe International",1662.0,348.0,130.73000000000002,7.89,47.42,0.03,161.91,13.0,11.0,17499.0,6143.0,630.0,1636.0,5.0,9085.0
282,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",262.0,40.0,10.16,5.85,9.42,0.0,14.56,3.0,4.0,3090.0,1694.0,253.0,280.0,0.0,863.0
283,ROC,"Rochester, NY: Greater Rochester International",1211.0,269.0,89.63,7.02,59.43,1.0,111.9,13.0,1.0,21423.0,9156.0,599.0,3357.0,58.0,8253.0
284,ROW,"Roswell, NM: Roswell International Air Center",120.0,14.0,4.75,0.0,3.83,0.0,5.42,1.0,0.0,741.0,225.0,0.0,120.0,0.0,396.0
285,RST,"Rochester, MN: Rochester International",271.0,54.0,16.98,6.6,12.81,0.0,17.61,2.0,0.0,4359.0,1287.0,972.0,650.0,0.0,1450.0
286,RSW,"Fort Myers, FL: Southwest Florida International",3840.0,739.0,270.96,18.17,227.26,0.45,222.17,19.0,4.0,45285.0,16201.0,1017.0,9494.0,10.0,18563.0
287,SAF,"Santa Fe, NM: Santa Fe Municipal",159.0,25.0,5.109999999999999,0.0,8.26,0.0,11.629999999999999,1.0,1.0,1568.0,321.0,0.0,247.0,0.0,1000.0
288,SAN,"San Diego, CA: San Diego International",7738.0,1638.0,519.72,19.41,486.71000000000004,7.96,604.21,80.0,23.0,80354.0,27138.0,1990.0,16675.0,226.0,34325.0
289,SAT,"San Antonio, TX: San Antonio International",3365.0,601.0,252.22,8.89,91.32,1.91,246.7,7.0,5.0,33010.0,15170.0,535.0,3391.0,55.0,13859.0
290,SAV,"Savannah, GA: Savannah/Hilton Head International",1326.0,299.0,90.67999999999999,8.7,76.03,1.38,122.2,9.0,2.0,20414.0,6769.0,580.0,3038.0,28.0,9999.0
291,SBA,"Santa Barbara, CA: Santa Barbara Municipal",707.0,155.0,51.39,1.24,23.549999999999997,0.0,78.8,18.0,4.0,11057.0,4589.0,105.0,822.0,0.0,5541.0
292,SBN,"South Bend, IN: South Bend International",544.0,117.0,45.519999999999996,3.9099999999999997,15.940000000000001,0.0,51.629999999999995,1.0,0.0,11465.0,5870.0,364.0,696.0,0.0,4535.0
293,SBP,"San Luis Obispo, CA: San Luis County Regional",534.0,124.0,39.13,6.71,24.99,0.0,53.15,9.0,2.0,11757.0,3931.0,2185.0,1228.0,0.0,4413.0
294,SCC,"Deadhorse, AK: Deadhorse Airport",84.0,10.0,4.94,0.0,1.2,0.0,3.86,0.0,0.0,776.0,360.0,0.0,101.0,0.0,315.0
295,SCE,"State College, PA: University Park",174.0,46.0,18.66,2.96,12.399999999999999,0.0,11.99,0.0,0.0,2932.0,1391.0,200.0,570.0,0.0,771.0
296,SCK,"Stockton, CA: Stockton Metropolitan",127.0,28.0,7.45,0.86,3.64,0.0,16.05,0.0,0.0,1561.0,475.0,24.0,108.0,0.0,954.0
297,SDF,"Louisville, KY: Louisville Muhammad Ali International",2101.0,422.0,138.22,10.08,83.61,0.0,190.09,15.0,2.0,25495.0,8679.0,845.0,3379.0,0.0,12592.0
298,SEA,"Seattle, WA: Seattle/Tacoma International",12317.0,2670.0,655.0400000000001,40.65,1022.6,8.68,943.04,64.0,12.0,146939.0,38037.0,3815.0,39487.0,238.0,65362.0
299,SFB,"Sanford, FL: Orlando Sanford International",966.0,254.0,64.32,15.82,45.76,2.94,125.17,10.0,0.0,21600.0,8285.0,2194.0,1840.0,103.0,9178.0
