,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
238,ONT,"Ontario, CA: Ontario International",1312.0,124.0,52.050000000000004,5.14,37.96,2.38,26.47,3.0,0.0,5543.0,2526.0,126.0,1302.0,79.0,1510.0
239,ORD,"Chicago, IL: Chicago O'Hare International",12621.0,1231.0,438.04,81.63,500.56,2.8200000000000003,207.96,150.0,7.0,91236.0,38177.0,11001.0,21783.0,67.0,20208.0
240,ORF,"Norfolk, VA: Norfolk International",1116.0,129.0,59.65,1.79,47.949999999999996,0.13,19.47,5.0,2.0,6267.0,3103.0,149.0,1732.0,2.0,1281.0
241,OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",13.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,75.0,38.0,37.0,0.0,0.0,0.0
242,OTZ,"Kotzebue, AK: Ralph Wien Memorial",30.0,8.0,4.69,0.0,3.31,0.0,0.0,1.0,0.0,229.0,171.0,0.0,58.0,0.0,0.0
243,OWB,"Owensboro, KY: Owensboro Daviess County Regional",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,PAE,"Everett, WA: Snohomish County",23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0
245,PAH,"Paducah, KY: Barkley Regional",62.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0
246,PBG,"Plattsburgh, NY: Plattsburgh International",71.0,9.0,5.03,0.0,0.1,0.0,3.86,5.0,0.0,897.0,527.0,0.0,3.0,0.0,367.0
247,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",1627.0,265.0,80.0,6.54,139.46,1.0,38.0,20.0,1.0,14939.0,5740.0,422.0,5690.0,41.0,3046.0
248,PDX,"Portland, OR: Portland International",2903.0,268.0,123.00999999999999,15.719999999999999,75.62,1.99,51.67,23.0,2.0,12452.0,5995.0,1170.0,2405.0,274.0,2608.0
249,PGD,"Punta Gorda, FL: Punta Gorda Airport",517.0,88.0,22.55,2.09,35.91,0.03,27.43,8.0,2.0,5990.0,2040.0,185.0,1341.0,11.0,2413.0
250,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",72.0,9.0,5.14,0.0,1.02,0.0,2.83,0.0,0.0,469.0,319.0,0.0,41.0,0.0,109.0
251,PHL,"Philadelphia, PA: Philadelphia International",5455.0,623.0,211.88,6.949999999999999,258.28,5.41,140.48,44.0,5.0,37576.0,15749.0,351.0,8266.0,177.0,13033.0
252,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",10312.0,1079.0,438.78,33.59,358.40999999999997,7.26,240.98,51.0,6.0,70358.0,32480.0,3781.0,11547.0,336.0,22214.0
253,PIA,"Peoria, IL: General Downing - Peoria International",213.0,30.0,10.82,1.36,6.01,1.0,10.81,2.0,1.0,1607.0,622.0,112.0,153.0,58.0,662.0
254,PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",53.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0
255,PIE,"St. Petersburg, FL: St Pete Clearwater International",593.0,95.0,25.4,3.99,31.78,0.0,33.83,8.0,4.0,7363.0,2941.0,589.0,1473.0,0.0,2360.0
256,PIH,"Pocatello, ID: Pocatello Regional",100.0,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1106.0,857.0,249.0,0.0,0.0,0.0
257,PIR,"Pierre, SD: Pierre Regional",53.0,9.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,380.0,231.0,0.0,0.0,0.0,149.0
258,PIT,"Pittsburgh, PA: Pittsburgh International",1922.0,208.0,83.66,3.2,64.46,0.0,56.68,20.0,1.0,10156.0,4527.0,130.0,2179.0,0.0,3320.0
259,PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",53.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1014.0,229.0,785.0,0.0,0.0,0.0
260,PNS,"Pensacola, FL: Pensacola International",759.0,87.0,38.71,0.78,29.96,1.6099999999999999,15.93,5.0,1.0,3569.0,1578.0,50.0,804.0,79.0,1058.0
261,PRC,"Prescott, AZ: Prescott Regional Ernest A Love Field",63.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,234.0,0.0,0.0,0.0,0.0
262,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",293.0,32.0,18.0,11.0,2.0,0.0,1.0,1.0,1.0,1895.0,953.0,683.0,226.0,0.0,33.0
263,PSG,"Petersburg, AK: Petersburg James A Johnson",60.0,15.0,1.03,4.06,3.16,0.0,6.75,4.0,2.0,552.0,24.0,145.0,110.0,0.0,273.0
264,PSM,"Portsmouth, NH: Portsmouth International at Pease",23.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,77.0,32.0,25.0,20.0,0.0,0.0
265,PSP,"Palm Springs, CA: Palm Springs International",1163.0,108.0,66.21,4.47,16.82,0.0,20.53,28.0,7.0,8105.0,3092.0,798.0,2520.0,0.0,1695.0
266,PUB,"Pueblo, CO: Pueblo Memorial",53.0,7.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,226.0,181.0,0.0,0.0,0.0,45.0
267,PVD,"Providence, RI: Theodore Francis Green State",541.0,63.0,27.94,2.27,14.760000000000002,0.0,18.03,16.0,2.0,4478.0,2063.0,87.0,682.0,0.0,1646.0
268,PVU,"Provo, UT: Provo Municipal",52.0,13.0,3.31,1.0,6.01,0.0,2.68,4.0,0.0,1539.0,192.0,338.0,933.0,0.0,76.0
269,PWM,"Portland, ME: Portland International Jetport",503.0,67.0,30.65,4.83,24.490000000000002,0.0,7.03,16.0,3.0,4706.0,2180.0,750.0,954.0,0.0,822.0
270,RAP,"Rapid City, SD: Rapid City Regional",337.0,50.0,26.02,6.42,8.05,0.0,9.510000000000002,8.0,1.0,2030.0,987.0,340.0,229.0,0.0,474.0
271,RDD,"Redding, CA: Redding Municipal",29.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,182.0,0.0,0.0,0.0,0.0
272,RDM,"Bend/Redmond, OR: Roberts Field",380.0,38.0,24.0,9.0,0.0,0.0,5.0,2.0,3.0,3733.0,1267.0,1993.0,0.0,0.0,473.0
273,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",2368.0,281.0,131.65,1.47,79.45,1.22,67.19,21.0,1.0,14340.0,7443.0,122.0,2648.0,56.0,4071.0
274,RFD,"Rockford, IL: Chicago/Rockford International",66.0,7.0,1.32,0.0,2.96,0.0,2.73,0.0,0.0,589.0,125.0,0.0,298.0,0.0,166.0
275,RHI,"Rhinelander, WI: Rhinelander/Oneida County",63.0,11.0,9.0,2.0,0.0,0.0,0.0,2.0,1.0,490.0,340.0,150.0,0.0,0.0,0.0
276,RIC,"Richmond, VA: Richmond International",888.0,122.0,57.65,1.6,39.83,1.6,21.32,3.0,1.0,5154.0,2738.0,99.0,1238.0,65.0,1014.0
277,RIW,"Riverton/Lander, WY: Riverton Regional",45.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,699.0,0.0,0.0,699.0,0.0,0.0
278,RKS,"Rock Springs, WY: Southwest Wyoming Regional",45.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,145.0,145.0,0.0,0.0,0.0,0.0
279,RNO,"Reno, NV: Reno/Tahoe International",1033.0,102.0,57.940000000000005,2.65,17.25,0.0,24.15,2.0,1.0,4420.0,2727.0,53.0,420.0,0.0,1220.0
280,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",123.0,6.0,4.9,1.0,0.07,0.0,0.03,0.0,0.0,266.0,127.0,136.0,2.0,0.0,1.0
281,ROC,"Rochester, NY: Greater Rochester International",422.0,51.0,23.28,1.22,17.23,0.0,9.26,2.0,0.0,2842.0,1569.0,140.0,556.0,0.0,577.0
282,ROW,"Roswell, NM: Roswell International Air Center",57.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,198.0,24.0,0.0,0.0,0.0,174.0
283,RST,"Rochester, MN: Rochester International",238.0,27.0,13.18,2.0,8.96,0.0,2.8600000000000003,4.0,1.0,2701.0,1306.0,717.0,387.0,0.0,291.0
284,RSW,"Fort Myers, FL: Southwest Florida International",3235.0,458.0,152.18,6.4799999999999995,222.89,1.8399999999999999,74.6,29.0,2.0,22868.0,9143.0,1007.0,7907.0,52.0,4759.0
285,SAF,"Santa Fe, NM: Santa Fe Municipal",96.0,18.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,2088.0,1201.0,0.0,0.0,0.0,887.0
286,SAN,"San Diego, CA: San Diego International",3787.0,360.0,149.13,11.75,130.04,0.0,69.09,21.0,5.0,15212.0,6695.0,1020.0,4175.0,0.0,3322.0
287,SAT,"San Antonio, TX: San Antonio International",1630.0,259.0,138.84,12.6,57.98,0.03,49.559999999999995,4.0,1.0,11588.0,5713.0,568.0,1921.0,2.0,3384.0
288,SAV,"Savannah, GA: Savannah/Hilton Head International",868.0,81.0,34.19,3.7,25.18,0.0,17.93,5.0,1.0,4976.0,1883.0,1146.0,858.0,0.0,1089.0
